province,date_death_report,deaths,cumulative_deaths
British Columbia,21/04/2021,7,1546
Manitoba,08/03/2020,0,0
Manitoba,09/03/2020,0,0
Manitoba,10/03/2020,0,0
Manitoba,11/03/2020,0,0
Manitoba,12/03/2020,0,0
Manitoba,13/03/2020,0,0
Manitoba,14/03/2020,0,0
Manitoba,15/03/2020,0,0
Manitoba,16/03/2020,0,0
Manitoba,17/03/2020,0,0
Manitoba,18/03/2020,0,0
Manitoba,19/03/2020,0,0
Manitoba,20/03/2020,0,0
Manitoba,21/03/2020,0,0
Manitoba,22/03/2020,0,0
Manitoba,23/03/2020,0,0
Manitoba,24/03/2020,0,0
Manitoba,25/03/2020,0,0
Manitoba,26/03/2020,0,0
Manitoba,27/03/2020,1,1
Manitoba,28/03/2020,0,1
Manitoba,29/03/2020,0,1
Manitoba,30/03/2020,0,1
Manitoba,31/03/2020,0,1
Manitoba,01/04/2020,0,1
Manitoba,02/04/2020,0,1
Manitoba,03/04/2020,1,2
Manitoba,04/04/2020,0,2
Manitoba,05/04/2020,0,2
Manitoba,06/04/2020,0,2
Manitoba,07/04/2020,1,3
Manitoba,08/04/2020,0,3
Manitoba,09/04/2020,0,3
Manitoba,10/04/2020,1,4
Manitoba,11/04/2020,0,4
Manitoba,12/04/2020,0,4
Manitoba,13/04/2020,0,4
Manitoba,14/04/2020,0,4
Manitoba,15/04/2020,1,5
Manitoba,16/04/2020,0,5
Manitoba,17/04/2020,0,5
Manitoba,18/04/2020,0,5
Manitoba,19/04/2020,0,5
Manitoba,20/04/2020,1,6
Manitoba,21/04/2020,0,6
Manitoba,22/04/2020,0,6
Manitoba,23/04/2020,0,6
Manitoba,24/04/2020,0,6
Manitoba,25/04/2020,0,6
Manitoba,26/04/2020,0,6
Manitoba,27/04/2020,0,6
Manitoba,28/04/2020,0,6
Manitoba,29/04/2020,0,6
Manitoba,30/04/2020,0,6
Manitoba,01/05/2020,0,6
Manitoba,02/05/2020,0,6
Manitoba,03/05/2020,0,6
Manitoba,04/05/2020,0,6
Manitoba,05/05/2020,1,7
Manitoba,06/05/2020,0,7
Manitoba,07/05/2020,0,7
Manitoba,08/05/2020,0,7
Manitoba,09/05/2020,0,7
Manitoba,10/05/2020,0,7
Manitoba,11/05/2020,0,7
Manitoba,12/05/2020,0,7
Manitoba,13/05/2020,0,7
Manitoba,14/05/2020,0,7
Manitoba,15/05/2020,0,7
Manitoba,16/05/2020,0,7
Manitoba,17/05/2020,0,7
Manitoba,18/05/2020,0,7
Manitoba,19/05/2020,0,7
Manitoba,20/05/2020,0,7
Manitoba,21/05/2020,0,7
Manitoba,22/05/2020,0,7
Manitoba,23/05/2020,0,7
Manitoba,24/05/2020,0,7
Manitoba,25/05/2020,0,7
Manitoba,26/05/2020,0,7
Manitoba,27/05/2020,0,7
Manitoba,28/05/2020,0,7
Manitoba,29/05/2020,0,7
Manitoba,30/05/2020,0,7
Manitoba,31/05/2020,0,7
Manitoba,01/06/2020,0,7
Manitoba,02/06/2020,0,7
Manitoba,03/06/2020,0,7
Manitoba,04/06/2020,0,7
Manitoba,05/06/2020,0,7
Manitoba,06/06/2020,0,7
Manitoba,07/06/2020,0,7
Manitoba,08/06/2020,0,7
Manitoba,09/06/2020,0,7
Manitoba,10/06/2020,0,7
Manitoba,11/06/2020,0,7
Manitoba,12/06/2020,0,7
Manitoba,13/06/2020,0,7
Manitoba,14/06/2020,0,7
Manitoba,15/06/2020,0,7
Manitoba,16/06/2020,0,7
Manitoba,17/06/2020,0,7
Manitoba,18/06/2020,0,7
Manitoba,19/06/2020,0,7
Manitoba,20/06/2020,0,7
Manitoba,21/06/2020,0,7
Manitoba,22/06/2020,0,7
Manitoba,23/06/2020,0,7
Manitoba,24/06/2020,0,7
Manitoba,25/06/2020,0,7
Manitoba,26/06/2020,0,7
Manitoba,27/06/2020,0,7
Manitoba,28/06/2020,0,7
Manitoba,29/06/2020,0,7
Manitoba,30/06/2020,0,7
Manitoba,01/07/2020,0,7
Manitoba,02/07/2020,0,7
Manitoba,03/07/2020,0,7
Manitoba,04/07/2020,0,7
Manitoba,05/07/2020,0,7
Manitoba,06/07/2020,0,7
Manitoba,07/07/2020,0,7
Manitoba,08/07/2020,0,7
Manitoba,09/07/2020,0,7
Manitoba,10/07/2020,0,7
Manitoba,11/07/2020,0,7
Manitoba,12/07/2020,0,7
Manitoba,13/07/2020,0,7
Manitoba,14/07/2020,0,7
Manitoba,15/07/2020,0,7
Manitoba,16/07/2020,0,7
Manitoba,17/07/2020,0,7
Manitoba,18/07/2020,0,7
Manitoba,19/07/2020,0,7
Manitoba,20/07/2020,0,7
Manitoba,21/07/2020,0,7
Manitoba,22/07/2020,0,7
Manitoba,23/07/2020,0,7
Manitoba,24/07/2020,0,7
Manitoba,25/07/2020,0,7
Manitoba,26/07/2020,0,7
Manitoba,27/07/2020,0,7
Manitoba,28/07/2020,1,8
Manitoba,29/07/2020,0,8
Manitoba,30/07/2020,0,8
Manitoba,31/07/2020,0,8
Manitoba,01/08/2020,0,8
Manitoba,02/08/2020,0,8
Manitoba,03/08/2020,0,8
Manitoba,04/08/2020,0,8
Manitoba,05/08/2020,0,8
Manitoba,06/08/2020,0,8
Manitoba,07/08/2020,0,8
Manitoba,08/08/2020,0,8
Manitoba,09/08/2020,0,8
Manitoba,10/08/2020,0,8
Manitoba,11/08/2020,0,8
Manitoba,12/08/2020,0,8
Manitoba,13/08/2020,0,8
Manitoba,14/08/2020,0,8
Manitoba,15/08/2020,1,9
Manitoba,16/08/2020,0,9
Manitoba,17/08/2020,0,9
Manitoba,18/08/2020,2,11
Manitoba,19/08/2020,1,12
Manitoba,20/08/2020,0,12
Manitoba,21/08/2020,0,12
Manitoba,22/08/2020,0,12
Manitoba,23/08/2020,0,12
Manitoba,24/08/2020,0,12
Manitoba,25/08/2020,1,13
Manitoba,26/08/2020,0,13
Manitoba,27/08/2020,1,14
Manitoba,28/08/2020,0,14
Manitoba,29/08/2020,0,14
Manitoba,30/08/2020,0,14
Manitoba,31/08/2020,0,14
Manitoba,01/09/2020,0,14
Manitoba,02/09/2020,0,14
Manitoba,03/09/2020,2,16
Manitoba,04/09/2020,0,16
Manitoba,05/09/2020,0,16
Manitoba,06/09/2020,0,16
Manitoba,07/09/2020,0,16
Manitoba,08/09/2020,0,16
Manitoba,09/09/2020,0,16
Manitoba,10/09/2020,0,16
Manitoba,11/09/2020,0,16
Manitoba,12/09/2020,0,16
Manitoba,13/09/2020,0,16
Manitoba,14/09/2020,0,16
Manitoba,15/09/2020,0,16
Manitoba,16/09/2020,0,16
Manitoba,17/09/2020,0,16
Manitoba,18/09/2020,0,16
Manitoba,19/09/2020,0,16
Manitoba,20/09/2020,0,16
Manitoba,21/09/2020,2,18
Manitoba,22/09/2020,0,18
Manitoba,23/09/2020,0,18
Manitoba,24/09/2020,1,19
Manitoba,25/09/2020,0,19
Manitoba,26/09/2020,0,19
Manitoba,27/09/2020,0,19
Manitoba,28/09/2020,1,20
Manitoba,29/09/2020,0,20
Manitoba,30/09/2020,0,20
Manitoba,01/10/2020,0,20
Manitoba,02/10/2020,1,21
Manitoba,03/10/2020,1,22
Manitoba,04/10/2020,1,23
Manitoba,05/10/2020,0,23
Manitoba,06/10/2020,1,24
Manitoba,07/10/2020,3,27
Manitoba,08/10/2020,0,27
Manitoba,09/10/2020,3,30
Manitoba,10/10/2020,2,32
Manitoba,11/10/2020,0,32
Manitoba,12/10/2020,2,34
Manitoba,13/10/2020,1,35
Manitoba,14/10/2020,2,37
Manitoba,15/10/2020,1,38
Manitoba,16/10/2020,0,38
Manitoba,17/10/2020,0,38
Manitoba,18/10/2020,2,40
Manitoba,19/10/2020,2,42
Manitoba,20/10/2020,0,42
Manitoba,21/10/2020,1,43
Manitoba,22/10/2020,4,47
Manitoba,23/10/2020,1,48
Manitoba,24/10/2020,2,50
Manitoba,25/10/2020,4,54
Manitoba,26/10/2020,1,55
Manitoba,27/10/2020,3,58
Manitoba,28/10/2020,3,61
Manitoba,29/10/2020,1,62
Manitoba,30/10/2020,3,65
Manitoba,31/10/2020,4,69
Manitoba,01/11/2020,6,75
Manitoba,02/11/2020,5,80
Manitoba,03/11/2020,5,85
Manitoba,04/11/2020,2,87
Manitoba,05/11/2020,4,91
Manitoba,06/11/2020,5,96
Manitoba,07/11/2020,7,103
Manitoba,08/11/2020,3,106
Manitoba,09/11/2020,3,109
Manitoba,10/11/2020,5,114
Manitoba,11/11/2020,9,123
Manitoba,12/11/2020,9,132
Manitoba,13/11/2020,5,137
Manitoba,14/11/2020,15,152
Manitoba,15/11/2020,10,162
Manitoba,16/11/2020,10,172
Manitoba,17/11/2020,7,179
Manitoba,18/11/2020,11,190
Manitoba,19/11/2020,8,198
Manitoba,20/11/2020,9,207
Manitoba,21/11/2020,10,217
Manitoba,22/11/2020,12,229
Manitoba,23/11/2020,6,235
Manitoba,24/11/2020,12,247
Manitoba,25/11/2020,9,256
Manitoba,26/11/2020,10,266
Manitoba,27/11/2020,14,280
Manitoba,28/11/2020,10,290
Manitoba,29/11/2020,11,301
Manitoba,30/11/2020,11,312
Manitoba,01/12/2020,16,328
Manitoba,02/12/2020,14,342
Manitoba,03/12/2020,12,354
Manitoba,04/12/2020,9,363
Manitoba,05/12/2020,19,382
Manitoba,06/12/2020,13,395
Manitoba,07/12/2020,12,407
Manitoba,08/12/2020,13,420
Manitoba,09/12/2020,18,438
Manitoba,10/12/2020,13,451
Manitoba,11/12/2020,14,465
Manitoba,12/12/2020,18,483
Manitoba,13/12/2020,7,490
Manitoba,14/12/2020,9,499
Manitoba,15/12/2020,9,508
Manitoba,16/12/2020,15,523
Manitoba,17/12/2020,14,537
Manitoba,18/12/2020,10,547
Manitoba,19/12/2020,8,555
Manitoba,20/12/2020,13,568
Manitoba,21/12/2020,4,572
Manitoba,22/12/2020,18,590
Manitoba,23/12/2020,15,605
Manitoba,24/12/2020,12,617
Manitoba,25/12/2020,0,617
Manitoba,26/12/2020,0,617
Manitoba,27/12/2020,28,645
Manitoba,28/12/2020,9,654
Manitoba,29/12/2020,5,659
Manitoba,30/12/2020,2,661
Manitoba,31/12/2020,6,667
Manitoba,01/01/2021,0,667
Manitoba,02/01/2021,11,678
Manitoba,03/01/2021,5,683
Manitoba,04/01/2021,5,688
Manitoba,05/01/2021,7,695
Manitoba,06/01/2021,10,705
Manitoba,07/01/2021,12,717
Manitoba,08/01/2021,9,726
Manitoba,09/01/2021,7,733
Manitoba,10/01/2021,4,737
Manitoba,11/01/2021,3,740
Manitoba,12/01/2021,7,747
Manitoba,13/01/2021,5,752
Manitoba,14/01/2021,2,754
Manitoba,15/01/2021,4,758
Manitoba,16/01/2021,2,760
Manitoba,17/01/2021,7,767
Manitoba,18/01/2021,3,770
Manitoba,19/01/2021,11,781
Manitoba,20/01/2021,6,787
Manitoba,21/01/2021,4,791
Manitoba,22/01/2021,2,793
Manitoba,23/01/2021,3,796
Manitoba,24/01/2021,3,799
Manitoba,25/01/2021,5,804
Manitoba,26/01/2021,5,809
Manitoba,27/01/2021,4,813
Manitoba,28/01/2021,7,820
Manitoba,29/01/2021,3,823
Manitoba,30/01/2021,2,825
Manitoba,31/01/2021,4,829
Manitoba,01/02/2021,3,832
Manitoba,02/02/2021,0,832
Manitoba,03/02/2021,3,835
Manitoba,04/02/2021,2,837
Manitoba,05/02/2021,1,838
Manitoba,06/02/2021,4,842
Manitoba,07/02/2021,4,846
Manitoba,08/02/2021,4,850
Manitoba,09/02/2021,3,853
Manitoba,10/02/2021,6,859
Manitoba,11/02/2021,3,862
Manitoba,12/02/2021,4,866
Manitoba,13/02/2021,1,867
Manitoba,14/02/2021,5,872
Manitoba,15/02/2021,0,872
Manitoba,16/02/2021,3,875
Manitoba,17/02/2021,2,877
Manitoba,18/02/2021,1,878
Manitoba,19/02/2021,1,879
Manitoba,20/02/2021,3,882
Manitoba,21/02/2021,2,884
Manitoba,22/02/2021,2,886
Manitoba,23/02/2021,0,886
Manitoba,24/02/2021,1,887
Manitoba,25/02/2021,1,888
Manitoba,26/02/2021,1,889
Manitoba,27/02/2021,4,893
Manitoba,28/02/2021,2,895
Manitoba,01/03/2021,1,896
Manitoba,02/03/2021,2,898
Manitoba,03/03/2021,3,901
Manitoba,04/03/2021,2,903
Manitoba,05/03/2021,1,904
Manitoba,06/03/2021,1,905
Manitoba,07/03/2021,1,906
Manitoba,08/03/2021,1,907
Manitoba,09/03/2021,0,907
Manitoba,10/03/2021,1,908
Manitoba,11/03/2021,3,911
Manitoba,12/03/2021,1,912
Manitoba,13/03/2021,4,916
Manitoba,14/03/2021,1,917
Manitoba,15/03/2021,0,917
Manitoba,16/03/2021,0,917
Manitoba,17/03/2021,0,917
Manitoba,18/03/2021,1,918
Manitoba,19/03/2021,1,919
Manitoba,20/03/2021,1,920
Manitoba,21/03/2021,7,927
Manitoba,22/03/2021,1,928
Manitoba,23/03/2021,0,928
Manitoba,24/03/2021,0,928
Manitoba,25/03/2021,1,929
Manitoba,26/03/2021,3,932
Manitoba,27/03/2021,1,933
Manitoba,28/03/2021,1,934
Manitoba,29/03/2021,0,934
Manitoba,30/03/2021,0,934
Manitoba,31/03/2021,1,935
Manitoba,01/04/2021,2,937
Manitoba,02/04/2021,0,937
Manitoba,03/04/2021,1,938
Manitoba,04/04/2021,0,938
Manitoba,05/04/2021,2,940
Manitoba,06/04/2021,2,942
Manitoba,07/04/2021,1,943
Manitoba,08/04/2021,3,946
Manitoba,09/04/2021,2,948
Manitoba,10/04/2021,1,949
Manitoba,11/04/2021,0,949
Manitoba,12/04/2021,0,949
Manitoba,13/04/2021,2,951
Manitoba,14/04/2021,3,954
Manitoba,15/04/2021,1,955
Manitoba,16/04/2021,0,955
Manitoba,17/04/2021,3,958
Manitoba,18/04/2021,1,959
Manitoba,19/04/2021,0,959
Manitoba,20/04/2021,1,960
Manitoba,21/04/2021,1,961
New Brunswick,08/03/2020,0,0
New Brunswick,09/03/2020,0,0
New Brunswick,10/03/2020,0,0
New Brunswick,11/03/2020,0,0
New Brunswick,12/03/2020,0,0
New Brunswick,13/03/2020,0,0
New Brunswick,14/03/2020,0,0
New Brunswick,15/03/2020,0,0
New Brunswick,16/03/2020,0,0
New Brunswick,17/03/2020,0,0
New Brunswick,18/03/2020,0,0
New Brunswick,19/03/2020,0,0
New Brunswick,20/03/2020,0,0
New Brunswick,21/03/2020,0,0
New Brunswick,22/03/2020,0,0
New Brunswick,23/03/2020,0,0
New Brunswick,24/03/2020,0,0
New Brunswick,25/03/2020,0,0
New Brunswick,26/03/2020,0,0
New Brunswick,27/03/2020,0,0
New Brunswick,28/03/2020,0,0
New Brunswick,29/03/2020,0,0
New Brunswick,30/03/2020,0,0
New Brunswick,31/03/2020,0,0
New Brunswick,01/04/2020,0,0
New Brunswick,02/04/2020,0,0
New Brunswick,03/04/2020,0,0
New Brunswick,04/04/2020,0,0
New Brunswick,05/04/2020,0,0
New Brunswick,06/04/2020,0,0
New Brunswick,07/04/2020,0,0
New Brunswick,08/04/2020,0,0
New Brunswick,09/04/2020,0,0
New Brunswick,10/04/2020,0,0
New Brunswick,11/04/2020,0,0
New Brunswick,12/04/2020,0,0
New Brunswick,13/04/2020,0,0
New Brunswick,14/04/2020,0,0
New Brunswick,15/04/2020,0,0
New Brunswick,16/04/2020,0,0
New Brunswick,17/04/2020,0,0
New Brunswick,18/04/2020,0,0
New Brunswick,19/04/2020,0,0
New Brunswick,20/04/2020,0,0
New Brunswick,21/04/2020,0,0
New Brunswick,22/04/2020,0,0
New Brunswick,23/04/2020,0,0
New Brunswick,24/04/2020,0,0
New Brunswick,25/04/2020,0,0
New Brunswick,26/04/2020,0,0
New Brunswick,27/04/2020,0,0
New Brunswick,28/04/2020,0,0
New Brunswick,29/04/2020,0,0
New Brunswick,30/04/2020,0,0
New Brunswick,01/05/2020,0,0
New Brunswick,02/05/2020,0,0
New Brunswick,03/05/2020,0,0
New Brunswick,04/05/2020,0,0
New Brunswick,05/05/2020,0,0
New Brunswick,06/05/2020,0,0
New Brunswick,07/05/2020,0,0
New Brunswick,08/05/2020,0,0
New Brunswick,09/05/2020,0,0
New Brunswick,10/05/2020,0,0
New Brunswick,11/05/2020,0,0
New Brunswick,12/05/2020,0,0
New Brunswick,13/05/2020,0,0
New Brunswick,14/05/2020,0,0
New Brunswick,15/05/2020,0,0
New Brunswick,16/05/2020,0,0
New Brunswick,17/05/2020,0,0
New Brunswick,18/05/2020,0,0
New Brunswick,19/05/2020,0,0
New Brunswick,20/05/2020,0,0
New Brunswick,21/05/2020,0,0
New Brunswick,22/05/2020,0,0
New Brunswick,23/05/2020,0,0
New Brunswick,24/05/2020,0,0
New Brunswick,25/05/2020,0,0
New Brunswick,26/05/2020,0,0
New Brunswick,27/05/2020,0,0
New Brunswick,28/05/2020,0,0
New Brunswick,29/05/2020,0,0
New Brunswick,30/05/2020,0,0
New Brunswick,31/05/2020,0,0
New Brunswick,01/06/2020,0,0
New Brunswick,02/06/2020,0,0
New Brunswick,03/06/2020,0,0
New Brunswick,04/06/2020,1,1
New Brunswick,05/06/2020,0,1
New Brunswick,06/06/2020,0,1
New Brunswick,07/06/2020,0,1
New Brunswick,08/06/2020,0,1
New Brunswick,09/06/2020,0,1
New Brunswick,10/06/2020,0,1
New Brunswick,11/06/2020,0,1
New Brunswick,12/06/2020,0,1
New Brunswick,13/06/2020,1,2
New Brunswick,14/06/2020,0,2
New Brunswick,15/06/2020,0,2
New Brunswick,16/06/2020,0,2
New Brunswick,17/06/2020,0,2
New Brunswick,18/06/2020,0,2
New Brunswick,19/06/2020,0,2
New Brunswick,20/06/2020,0,2
New Brunswick,21/06/2020,0,2
New Brunswick,22/06/2020,0,2
New Brunswick,23/06/2020,0,2
New Brunswick,24/06/2020,0,2
New Brunswick,25/06/2020,0,2
New Brunswick,26/06/2020,0,2
New Brunswick,27/06/2020,0,2
New Brunswick,28/06/2020,0,2
New Brunswick,29/06/2020,0,2
New Brunswick,30/06/2020,0,2
New Brunswick,01/07/2020,0,2
New Brunswick,02/07/2020,0,2
New Brunswick,03/07/2020,0,2
New Brunswick,04/07/2020,0,2
New Brunswick,05/07/2020,0,2
New Brunswick,06/07/2020,0,2
New Brunswick,07/07/2020,0,2
New Brunswick,08/07/2020,0,2
New Brunswick,09/07/2020,0,2
New Brunswick,10/07/2020,0,2
New Brunswick,11/07/2020,0,2
New Brunswick,12/07/2020,0,2
New Brunswick,13/07/2020,0,2
New Brunswick,14/07/2020,0,2
New Brunswick,15/07/2020,0,2
New Brunswick,16/07/2020,0,2
New Brunswick,17/07/2020,0,2
New Brunswick,18/07/2020,0,2
New Brunswick,19/07/2020,0,2
New Brunswick,20/07/2020,0,2
New Brunswick,21/07/2020,0,2
New Brunswick,22/07/2020,0,2
New Brunswick,23/07/2020,0,2
New Brunswick,24/07/2020,0,2
New Brunswick,25/07/2020,0,2
New Brunswick,26/07/2020,0,2
New Brunswick,27/07/2020,0,2
New Brunswick,28/07/2020,0,2
New Brunswick,29/07/2020,0,2
New Brunswick,30/07/2020,0,2
New Brunswick,31/07/2020,0,2
New Brunswick,01/08/2020,0,2
New Brunswick,02/08/2020,0,2
New Brunswick,03/08/2020,0,2
New Brunswick,04/08/2020,0,2
New Brunswick,05/08/2020,0,2
New Brunswick,06/08/2020,0,2
New Brunswick,07/08/2020,0,2
New Brunswick,08/08/2020,0,2
New Brunswick,09/08/2020,0,2
New Brunswick,10/08/2020,0,2
New Brunswick,11/08/2020,0,2
New Brunswick,12/08/2020,0,2
New Brunswick,13/08/2020,0,2
New Brunswick,14/08/2020,0,2
New Brunswick,15/08/2020,0,2
New Brunswick,16/08/2020,0,2
New Brunswick,17/08/2020,0,2
New Brunswick,18/08/2020,0,2
New Brunswick,19/08/2020,0,2
New Brunswick,20/08/2020,0,2
New Brunswick,21/08/2020,0,2
New Brunswick,22/08/2020,0,2
New Brunswick,23/08/2020,0,2
New Brunswick,24/08/2020,0,2
New Brunswick,25/08/2020,0,2
New Brunswick,26/08/2020,0,2
New Brunswick,27/08/2020,0,2
New Brunswick,28/08/2020,0,2
New Brunswick,29/08/2020,0,2
New Brunswick,30/08/2020,0,2
New Brunswick,31/08/2020,0,2
New Brunswick,01/09/2020,0,2
New Brunswick,02/09/2020,0,2
New Brunswick,03/09/2020,0,2
New Brunswick,04/09/2020,0,2
New Brunswick,05/09/2020,0,2
New Brunswick,06/09/2020,0,2
New Brunswick,07/09/2020,0,2
New Brunswick,08/09/2020,0,2
New Brunswick,09/09/2020,0,2
New Brunswick,10/09/2020,0,2
New Brunswick,11/09/2020,0,2
New Brunswick,12/09/2020,0,2
New Brunswick,13/09/2020,0,2
New Brunswick,14/09/2020,0,2
New Brunswick,15/09/2020,0,2
New Brunswick,16/09/2020,0,2
New Brunswick,17/09/2020,0,2
New Brunswick,18/09/2020,0,2
New Brunswick,19/09/2020,0,2
New Brunswick,20/09/2020,0,2
New Brunswick,21/09/2020,0,2
New Brunswick,22/09/2020,0,2
New Brunswick,23/09/2020,0,2
New Brunswick,24/09/2020,0,2
New Brunswick,25/09/2020,0,2
New Brunswick,26/09/2020,0,2
New Brunswick,27/09/2020,0,2
New Brunswick,28/09/2020,0,2
New Brunswick,29/09/2020,0,2
New Brunswick,30/09/2020,0,2
New Brunswick,01/10/2020,0,2
New Brunswick,02/10/2020,0,2
New Brunswick,03/10/2020,0,2
New Brunswick,04/10/2020,0,2
New Brunswick,05/10/2020,0,2
New Brunswick,06/10/2020,0,2
New Brunswick,07/10/2020,0,2
New Brunswick,08/10/2020,0,2
New Brunswick,09/10/2020,0,2
New Brunswick,10/10/2020,0,2
New Brunswick,11/10/2020,0,2
New Brunswick,12/10/2020,0,2
New Brunswick,13/10/2020,0,2
New Brunswick,14/10/2020,0,2
New Brunswick,15/10/2020,0,2
New Brunswick,16/10/2020,0,2
New Brunswick,17/10/2020,0,2
New Brunswick,18/10/2020,1,3
New Brunswick,19/10/2020,0,3
New Brunswick,20/10/2020,0,3
New Brunswick,21/10/2020,1,4
New Brunswick,22/10/2020,0,4
New Brunswick,23/10/2020,0,4
New Brunswick,24/10/2020,0,4
New Brunswick,25/10/2020,2,6
New Brunswick,26/10/2020,0,6
New Brunswick,27/10/2020,0,6
New Brunswick,28/10/2020,0,6
New Brunswick,29/10/2020,0,6
New Brunswick,30/10/2020,0,6
New Brunswick,31/10/2020,0,6
New Brunswick,01/11/2020,0,6
New Brunswick,02/11/2020,0,6
New Brunswick,03/11/2020,0,6
New Brunswick,04/11/2020,0,6
New Brunswick,05/11/2020,0,6
New Brunswick,06/11/2020,0,6
New Brunswick,07/11/2020,0,6
New Brunswick,08/11/2020,0,6
New Brunswick,09/11/2020,0,6
New Brunswick,10/11/2020,0,6
New Brunswick,11/11/2020,0,6
New Brunswick,12/11/2020,0,6
New Brunswick,13/11/2020,0,6
New Brunswick,14/11/2020,0,6
New Brunswick,15/11/2020,0,6
New Brunswick,16/11/2020,0,6
New Brunswick,17/11/2020,0,6
New Brunswick,18/11/2020,0,6
New Brunswick,19/11/2020,0,6
New Brunswick,20/11/2020,0,6
New Brunswick,21/11/2020,0,6
New Brunswick,22/11/2020,0,6
New Brunswick,23/11/2020,1,7
New Brunswick,24/11/2020,0,7
New Brunswick,25/11/2020,0,7
New Brunswick,26/11/2020,0,7
New Brunswick,27/11/2020,0,7
New Brunswick,28/11/2020,0,7
New Brunswick,29/11/2020,0,7
New Brunswick,30/11/2020,0,7
New Brunswick,01/12/2020,0,7
New Brunswick,02/12/2020,0,7
New Brunswick,03/12/2020,0,7
New Brunswick,04/12/2020,0,7
New Brunswick,05/12/2020,0,7
New Brunswick,06/12/2020,0,7
New Brunswick,07/12/2020,0,7
New Brunswick,08/12/2020,0,7
New Brunswick,09/12/2020,0,7
New Brunswick,10/12/2020,0,7
New Brunswick,11/12/2020,1,8
New Brunswick,12/12/2020,0,8
New Brunswick,13/12/2020,0,8
New Brunswick,14/12/2020,0,8
New Brunswick,15/12/2020,0,8
New Brunswick,16/12/2020,0,8
New Brunswick,17/12/2020,0,8
New Brunswick,18/12/2020,0,8
New Brunswick,19/12/2020,0,8
New Brunswick,20/12/2020,0,8
New Brunswick,21/12/2020,0,8
New Brunswick,22/12/2020,0,8
New Brunswick,23/12/2020,0,8
New Brunswick,24/12/2020,0,8
New Brunswick,25/12/2020,0,8
New Brunswick,26/12/2020,0,8
New Brunswick,27/12/2020,0,8
New Brunswick,28/12/2020,0,8
New Brunswick,29/12/2020,0,8
New Brunswick,30/12/2020,0,8
New Brunswick,31/12/2020,1,9
New Brunswick,01/01/2021,0,9
New Brunswick,02/01/2021,0,9
New Brunswick,03/01/2021,0,9
New Brunswick,04/01/2021,0,9
New Brunswick,05/01/2021,0,9
New Brunswick,06/01/2021,0,9
New Brunswick,07/01/2021,0,9
New Brunswick,08/01/2021,0,9
New Brunswick,09/01/2021,0,9
New Brunswick,10/01/2021,0,9
New Brunswick,11/01/2021,0,9
New Brunswick,12/01/2021,2,11
New Brunswick,13/01/2021,1,12
New Brunswick,14/01/2021,0,12
New Brunswick,15/01/2021,0,12
New Brunswick,16/01/2021,0,12
New Brunswick,17/01/2021,0,12
New Brunswick,18/01/2021,0,12
New Brunswick,19/01/2021,1,13
New Brunswick,20/01/2021,0,13
New Brunswick,21/01/2021,0,13
New Brunswick,22/01/2021,0,13
New Brunswick,23/01/2021,0,13
New Brunswick,24/01/2021,0,13
New Brunswick,25/01/2021,1,14
New Brunswick,26/01/2021,0,14
New Brunswick,27/01/2021,2,16
New Brunswick,28/01/2021,0,16
New Brunswick,29/01/2021,1,17
New Brunswick,30/01/2021,1,18
New Brunswick,31/01/2021,0,18
New Brunswick,01/02/2021,0,18
New Brunswick,02/02/2021,0,18
New Brunswick,03/02/2021,0,18
New Brunswick,04/02/2021,0,18
New Brunswick,05/02/2021,0,18
New Brunswick,06/02/2021,2,20
New Brunswick,07/02/2021,0,20
New Brunswick,08/02/2021,0,20
New Brunswick,09/02/2021,1,21
New Brunswick,10/02/2021,0,21
New Brunswick,11/02/2021,1,22
New Brunswick,12/02/2021,0,22
New Brunswick,13/02/2021,0,22
New Brunswick,14/02/2021,0,22
New Brunswick,15/02/2021,1,23
New Brunswick,16/02/2021,1,24
New Brunswick,17/02/2021,0,24
New Brunswick,18/02/2021,0,24
New Brunswick,19/02/2021,0,24
New Brunswick,20/02/2021,0,24
New Brunswick,21/02/2021,1,25
New Brunswick,22/02/2021,1,26
New Brunswick,23/02/2021,0,26
New Brunswick,24/02/2021,0,26
New Brunswick,25/02/2021,0,26
New Brunswick,26/02/2021,0,26
New Brunswick,27/02/2021,0,26
New Brunswick,28/02/2021,1,27
New Brunswick,01/03/2021,0,27
New Brunswick,02/03/2021,1,28
New Brunswick,03/03/2021,0,28
New Brunswick,04/03/2021,0,28
New Brunswick,05/03/2021,0,28
New Brunswick,06/03/2021,0,28
New Brunswick,07/03/2021,0,28
New Brunswick,08/03/2021,0,28
New Brunswick,09/03/2021,1,29
New Brunswick,10/03/2021,0,29
New Brunswick,11/03/2021,0,29
New Brunswick,12/03/2021,1,30
New Brunswick,13/03/2021,0,30
New Brunswick,14/03/2021,0,30
New Brunswick,15/03/2021,0,30
New Brunswick,16/03/2021,0,30
New Brunswick,17/03/2021,0,30
New Brunswick,18/03/2021,0,30
New Brunswick,19/03/2021,0,30
New Brunswick,20/03/2021,0,30
New Brunswick,21/03/2021,0,30
New Brunswick,22/03/2021,0,30
New Brunswick,23/03/2021,0,30
New Brunswick,24/03/2021,0,30
New Brunswick,25/03/2021,0,30
New Brunswick,26/03/2021,0,30
New Brunswick,27/03/2021,0,30
New Brunswick,28/03/2021,0,30
New Brunswick,29/03/2021,0,30
New Brunswick,30/03/2021,0,30
